id,verification_bundle,verification_priority,title,provider,provider_type,scholarship_type,primary_link,link_status,data_status,description,eligible_levels,eligible_regions,eligible_cities,residency_required,eligible_school_types,eligible_courses_psced,eligible_courses_specific,citizenship_required,max_income_threshold,min_gwa_normalized,min_age,max_age,priority_groups,members_only,benefit_tuition,benefit_allowance_monthly,benefit_books,benefit_miscellaneous,benefit_total_value,required_documents,has_qualifying_exam,has_interview,has_essay_requirement,has_return_service,application_open_date,application_deadline,academic_year_target,cycle_type,last_open_date,last_close_date,application_status,last_verified_at,verification_source,is_active
42,archived_reference,normal,Ateneo Law School Financial Aid Program,Ateneo Law School,Institutional,Merit-and-Need,https://www.ateneo.edu,,expired,"The Ateneo Law School Financial Aid Program provides tuition assistance grants ranging from 25% to 100% for students enrolled in the Juris Doctor (JD) program at the Rockwell campus. Managed by the ALS Scholarship Committee, awards are heavily based on exceptional undergraduate academic honors, high scores in the Philippine Law School Admission test, and certified financial need. Maintenance requires keeping a minimum yearly weighted average of 82 (passing) and fulfilling service hours within the ALS legal aid clinics or administrative units.",Graduate,NCR,,false,Private,Business,Juris Doctor (JD),,600000,82.0,,,Aspiring Lawyers,false,true,,false,,120000,TOR|ITR|GOOD_MORAL|ESSAY,false,true,true,false,2026-04-01,2026-05-30,2026-2027,annual,2025-04-10,2025-06-02,archived,2026-06-30T12:30:51.928689,manual,false
43,archived_reference,normal,DLSU Star Scholars Program,De La Salle University,Institutional,Merit-based,https://www.dlsu.edu.ph,,expired,"The DLSU Star Scholars Program is an elite academic recruitment track that signs the absolute top scorers of the DLSU College Admission Test (DCAT) nationwide. It waives 100% of all tuition, laboratory, and miscellaneous fees for the entire duration of the program, supplies a monthly cash living stipend of 8,000 PHP, a specialized laptop computer allowance upon entry, and guaranteed faculty mentorship for undergraduate research. Academic retention mandates a strict cumulative GWA of 3.0 out of 4.0 (90% normalized) with zero dropped courses.",College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate offerings,,,90.0,,,Elite DCAT Performers,false,true,8000,true,,250000,TOR|GOOD_MORAL,true,true,false,false,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,archived,2026-06-30T12:30:52.997155,manual,false
44,archived_reference,normal,DLSU Archer Achievers Scholarship,De La Salle University,Institutional,Merit-based,https://www.dlsu.edu.ph,,expired,"The Archer Achievers Scholarship is automatically extended by DLSU to students who graduate as the absolute valedictorians and salutatorians of top-performing high schools accredited by the university. It automatically confers a 100% tuition waiver for the student's selected undergraduate curriculum. No separate financial files are required, but students must preserve a high semestral GWA of 2.50 out of 4.0 (83% normalized) to sustain the benefit across academic years.",College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate tracks,,,83.0,,,High School Valedictorians,false,true,,false,,140000,TOR|GOOD_MORAL,true,false,false,false,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,archived,2026-06-30T12:30:54.121773,manual,false
45,universities,normal,UST San Martin de Porres Equity Scholarship,University of Santo Tomas,Institutional,Need,https://manila.ust.edu.ph,ok,active,"The San Martin de Porres Scholarship is UST's foundational equity framework designed for financially marginalized students. Split into internal and external funds, it offers partial to full tuition waivers based on audited household documentation. Eligible candidates must have a GWA of 85% or better and a household annual income below 300,000 PHP. Submissions are processed online through the UST OSA web portal at the start of each academic year.",College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate degrees,,300000,85.0,,,Low Income Catholics,false,true,,false,,45000,ITR|BARANGAY_CERT|TOR,false,true,false,false,2026-06-10,2026-07-25,2026-2027,annual,2025-06-15,2025-08-02,open,2026-06-30T12:30:54.956886,manual,true
46,archived_reference,normal,Mindanao State University SASE Academic Scholarship,Mindanao State University System,Institutional,Merit-based,https://www.msumain.edu.ph,,expired,"The Mindanao State University System Academic Scholarship is awarded to incoming undergraduate freshmen who score in the top 5% of the annual MSU System Admission and Scholarship Examination (SASE) across Mindanao. Administered by the MSU Admissions Office, it offers full institutional tuition waivers, free dormitory lodging within the university campus, and a semestral book allowance. Grantees must maintain a GWA of 2.0 (85%) per semester to sustain benefits. This program forms a vital pipeline for students in conflict-affected regions.",College,BARMM|Region IX - Zamboanga Peninsula|Region X - Northern Mindanao|Region XI - Davao|Region XII - Soccsksargen|Region XIII - Caraga,,false,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,,,85.0,,,Mindanao Youth,false,true,,true,,20000,TOR|GOOD_MORAL,true,false,false,false,2026-03-01,2026-05-15,2026-2027,annual,2025-03-10,2025-05-20,archived,2026-06-30T12:30:56.069545,manual,false
47,archived_reference,normal,Muntinlupa MOST Academic Scholarship,Muntinlupa Scholarship Division,LGU,Merit-based,https://www.muntinlupacity.gov.ph,,expired,"The Muntinlupa Outstanding Students (MOST) Scholarship is an elite academic grant given to the top 10 highest-ranking graduating Senior High School students from every public and private high school operating in Muntinlupa City. Managed by the Muntinlupa Scholarship Division (MSD), it applies strictly to individuals who secure entry into premier State Universities (such as UP Diliman/Los Banos) or top-tier private institutions. It offers absolute tuition coverage up to 100,000 PHP annually, alongside a high monthly stipend of 5,000 PHP. Academic maintenance is strictly tied to a GWA of 1.50 (90%) with zero failures. Applications require certified high school ranking documents and automated validation.",College,NCR,Muntinlupa,true,Public|Private,STEM|Engineering|IT|Education|Medical,Top tier national courses,,500000,90.0,,,Top Valedictorians,false,true,5000,true,,130000,FORM_137|GOOD_MORAL|BIRTH_CERT,true,true,true,false,2026-05-01,2026-06-15,2026-2027,annual,2025-05-05,2025-06-20,archived,2026-06-30T12:31:01.041045,manual,false
48,lgu_ncr,high,Muntinlupa CARES Financial Assistance Program,Muntinlupa Scholarship Division,LGU,Need,https://www.muntinlupacity.gov.ph,broken,needs_review,"The Continuing Assistance for Reintegrating Students (CARES) is a equity-driven financial assistance mechanism for general college residents of Muntinlupa who are enrolled in public SUCs or local community colleges. It requires a baseline GWA of 80% (2.5) with no incomplete or failing grades. It disburses a direct financial support grant of 5,000 PHP per semester to cover transport and digital connectivity needs. Financial status is verified via Barangay Certificate of Indigency or low-income ITR. Registration occurs semestrally via the MSD localized offices.",College,NCR,Muntinlupa,true,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All standard courses,,200000,80.0,,,Low Income Residents,false,false,1000,false,,10000,BARANGAY_CERT|TOR|4PS_CERT,false,false,false,false,2026-06-01,2026-07-20,2026-2027,semester,2026-01-10,2026-02-25,needs_verification,2026-06-30T12:31:03.985725,manual,true
49,lgu_provincial,normal,Cebu Province CP GIFTS Program,Cebu Provincial Government,LGU,Need,https://www.cebu.gov.ph,ok,active,"The Cebu Province Grants Intended for Tertiary Students (CP-GIFTS) is a massive provincial scholarship initiative under the Office of the Governor. It funds 5,900 concurrent slots for poor but deserving students living across the municipalities and component cities of Cebu Province. Applicants must study at designated SUCs, LUCs, or partner private schools within Cebu and maintain a minimum GWA of 85%. Household income must not cross 200,000 PHP annually. It grants a definitive flat sum of 10,000 PHP per semester for school requirements. A mandatory return component requires executing 160 hours of verified community civic service within the student's home municipality.",College,Region VII - Central Visayas,,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All accredited degrees in Cebu,,200000,85.0,,,Provincial Rural Youth,false,false,,true,,20000,BARANGAY_CERT|TOR|ITR,false,false,false,true,2026-06-01,2026-07-15,2026-2027,annual,2025-06-15,2025-07-30,open,2026-06-30T12:31:06.404111,manual,true
50,lgu_ncr,high,Parañaque City Tertiary Education Financial Assistance Program,Parañaque City Government,LGU,Merit-and-Need,https://www.paranaquecity.gov.ph,broken,needs_review,"The Tertiary Education Financial Assistance Program (TEFAP) is an open-access equity grant run by the Parañaque LGU for resident college students. To fit varying academic profiles, the cash stipend scales directly with academic performance: students maintaining a GWA of 88% and above receive 6,000 PHP per semester, while those with a GWA between 80% and 87% receive 4,000 PHP per semester. Requirements demand 3 years of residency and a parent's voter registration record inside Parañaque. Online registrations are queued via the local city hall portal.",College,NCR,Parañaque,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate paths,,300000,80.0,,,General College Residents,false,false,,true,,12000,BARANGAY_CERT|TOR|BIRTH_CERT,false,false,false,false,2026-07-01,2026-08-20,2026-2027,semester,2025-07-10,2025-08-25,needs_verification,2026-06-30T12:31:08.013145,manual,true
51,lgu_provincial,high,Tabuk City College Academic Scholarship,Tabuk City Government,LGU,Need,https://www.tabuk.gov.ph,broken,needs_review,"Established under Tabuk City Ordinance No. 02 Series of 2018, this program supports tertiary students residing in Tabuk City, Kalinga Province (CAR). It targets low-income households with a maximum annual income cap of 120,000 PHP. Students must maintain a passing GWA of 75% with zero dropped classes to remain qualified. It awards a flat-rate cash assistance grant of 4,000 PHP per semester directly paid to students to handle living costs. Applications are reviewed by the Tabuk City Scholarship Committee at the City Youth and Sports Development Office.",College,CAR,Tabuk,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All standard tracks,,120000,75.0,,,IP,false,false,,true,,8000,BARANGAY_CERT|TOR|ITR,false,false,false,false,2026-07-01,2026-08-31,2026-2027,semester,2025-07-05,2025-09-02,needs_verification,2026-06-30T12:31:12.199169,manual,true
52,owwa_dswd_ncip,high,NCIP Educational Assistance Program Degree Track,National Commission on Indigenous Peoples,Government,Need,https://ncip.gov.ph,broken,needs_review,"The National Commission on Indigenous Peoples Educational Assistance Program (NCIP-EAP) Degree Track is a mandated sector-specific government program designed under NCIP Administrative Order No. 5 Series of 2012 and upgraded via AO No. 6 Series of 2023. It aims to extend tertiary educational access to recognized members of Indigenous Cultural Communities (ICCs/IPs) nationwide. Eligible candidates must secure a Certificate of Confirmation (COCO) from the NCIP Provincial/Regional Office confirming tribal identity. The academic bar requires a general passing GWA of 75% with zero dropped modules. It supplies an annual educational subsidy of 10,000 PHP to 20,000 PHP disbursed through regional offices to offset books, uniform, and field research. Highly recurring cycle synchronized with the fiscal year.",College,,,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate pathways,,200000,75.0,,,IP,false,false,,true,,20000,BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-06-01,2026-08-15,2026-2027,annual,2025-06-10,2025-08-20,needs_verification,2026-06-30T12:31:14.487683,manual,true
53,owwa_dswd_ncip,high,NCIP Merit Based Scholarship Program,National Commission on Indigenous Peoples,Government,Merit-based,https://ncip.gov.ph,broken,needs_review,"The NCIP Merit-Based Scholarship Program (NCIP-MBS) is a high-tier academic track within the commission reserved for outstanding IP students pursuing competitive national degrees (specifically STEM, Engineering, or Agriculture). Unlike the EAP, the MBS enforces a strict GWA requirement of 85% or higher and puts applicants through a competitive regional examination. It grants an expanded benefit package of 30,000 PHP per year to handle tuition balances or modern learning devices. Administered via the NCIP Bureau of Socio-Economic Literacy and Culture.",College,,,true,Public|Private,STEM|Engineering|Agriculture,STEM and Agriculture tracks,,300000,85.0,,,IP,false,true,,true,,30000,BARANGAY_CERT|TOR|GOOD_MORAL,true,true,false,false,2026-06-01,2026-08-15,2026-2027,annual,2025-06-10,2025-08-20,needs_verification,2026-06-30T12:31:16.675804,manual,true
54,archived_reference,normal,DOH Medical Scholarship and Return Service Program,Department of Health,Government,Merit-and-Need,https://doh.gov.ph,,expired,"The DOH Medical Scholarship and Return Service (MSRS) Program is a major sector-specific government intervention operating under the 'Doktor Para sa Bayan' Act (RA 11509) in partnership with CHED. It funds full medical education (Doctor of Medicine) for qualified Filipino students across certified state and partner private universities. It covers 100% of tuition, laboratory fees, provides a high monthly living allowance of 15,000 PHP, a specialized book/equipment allowance of 20,000 PHP per semester, and basic board exam review subsidies. Eligible applicants must hold a Bachelor's degree with a solid GWA, pass the medical school entrance and NMAT, and prioritize low-income roots or origin from underserved rural towns. Return service requires serving as a public health officer in a government hospital or rural health unit (RHU) for 1 year for every year of scholarship.",Graduate,,,false,Public|Private,Medical,Doctor of Medicine (MD),,600000,85.0,,,Rural Public Health,false,true,15000,true,,250000,TOR|BIRTH_CERT|GOOD_MORAL|ITR|ESSAY,true,true,true,true,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,archived,2026-06-30T12:31:17.780959,manual,false
55,other_government,normal,Department of Agriculture ACEF GIAHEP SUC Track,Department of Agriculture,Government,Need,https://da.gov.ph,ok,active,"The Agricultural Competitiveness Enhancement Fund Grants-in-Aid for Higher Education Program (ACEF-GIAHEP) SUC Track is a targeted government financial aid tool managed by the Department of Agriculture in compliance with RA 10848. It extends funding to children of registered small farmers, fisherfolk, and agrarian reform beneficiaries who are enrolled in State Universities and Colleges. It covers educational assistance for specific courses in agriculture, agribusiness, agricultural engineering, and fisheries science. Requires a minimum GWA of 75% and presentation of the parent's RSBSA (Registry System for Basic Sectors in Agriculture) certificate. Disburses a flat rate of 15,000 PHP per semester.",College,,,false,Public,Agriculture|Engineering,Agriculture and Agribusiness,,200000,75.0,,,Farmer/Fisher Dependent,false,true,,true,,30000,BARANGAY_CERT|TOR|BIRTH_CERT,false,false,false,false,2026-06-15,2026-08-15,2026-2027,annual,2025-06-20,2025-08-25,open,2026-06-30T12:31:19.591898,manual,true
56,military_affiliation,high,AFPEBSO DND CHED PASUC Scholarship,Armed Forces of the Philippines (AFPEBSO),Government,Affiliation,https://afpeebso.org,broken,needs_review,"The AFPEBSO DND-CHED-PASUC Scholarship is a special sector-specific inter-agency government program managed by the Armed Forces of the Philippines Educational Benefit System Office. It extends 100% tuition and fee exemptions at any public State University or College (SUC) for the legitimate children and direct dependents of active-duty, retired, or deceased AFP military personnel. Academic requirements mandate a baseline GWA of 80% (2.5) with zero failures. Financial constraints are secondary to the parent's military service record. Portals accept applications annually from May to July.",College,,,true,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All SUC undergraduate paths,,,80.0,,,Military Dependents,true,true,,false,,15000,BARANGAY_CERT|TOR|BIRTH_CERT,false,true,false,false,2026-05-01,2026-07-15,2026-2027,annual,2025-05-10,2025-07-20,needs_verification,2026-06-30T12:31:21.146367,manual,true
57,owwa_dswd_ncip,normal,DSWD AICS Educational Assistance,Department of Social Welfare and Development,Government,Need,https://www.dswd.gov.ph,ok,active,"The DSWD Assistance to Individuals in Crisis Situation (AICS) Educational Assistance is a specialized cash intervention program designed for students experiencing extreme economic shock, sudden death of a breadwinner, abandonment, or loss of livelihood due to national disasters. Operated directly through the DSWD Crisis Intervention Units (CIU) or Social Welfare Operations Hubs, it provides a one-time cash grant ranging from 1,000 PHP (Elementary), 2,000 PHP (High School), 3,000 PHP (Senior High), to 4,000 PHP (College/TVET) per semester. Selection ignores GWA rankings but strictly requires an active Case Study Report or Certificate of Indigency from the local MSWDO.",Grade 11|Grade 12|College|TVET|Graduate,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All educational lines,,150000,,,,Students in Crisis,false,false,,true,,4000,BARANGAY_CERT|BIRTH_CERT|4PS_CERT|TOR,false,false,false,false,2026-01-01,2026-12-31,2026-2027,rolling,2025-01-05,2025-12-28,open,2026-06-30T12:31:22.946738,manual,true
58,archived_reference,normal,Security Bank Foundation State Universities Scholarship,Security Bank Foundation,Private,Merit-and-Need,https://www.securitybank.com,,expired,"The Security Bank Foundation 'Scholars for Better Communities' State Universities Scholarship provides full educational stipends to low-income student leaders enrolled in partner public SUCs (such as UP Diliman, MSU, or regional centers). It provides a high flat allowance of 50,000 PHP per year to cover learning modules, laptops, and transit costs. Applicants must present a GWA of 85% or higher, zero failed subjects, and clear an interview with Security Bank HR personnel. No return service is mandated, but scholars receive priority onboarding for corporate internships.",College,,,false,Public,STEM|Business|IT,Finance Accounting and IT courses,,350000,85.0,,,Low Income Achievers,false,false,,true,,50000,TOR|BIRTH_CERT|GOOD_MORAL|ITR,false,true,false,false,2026-04-15,2026-06-15,2026-2027,annual,2025-04-20,2025-06-25,archived,2026-06-30T12:31:23.825216,manual,false
59,private_foundations,high,Caritas Manila YSLEP Scholarship Program,Caritas Manila,Private,Need,https://www.caritasmanila.org.ph,ok,needs_review,"The Youth Servant Leadership and Education Program (YSLEP) is Caritas Manila's primary church-backed financial aid and leadership development initiative. Operating across Catholic dioceses nationwide, it supports poor and marginalized college and TVET students. It pays partial tuition up to 25,000 PHP per year and distributes a modest monthly allowance. Distinctively, selection prioritizes urban-slum families, 4Ps members, and indigenous youth. Recipients must join monthly leadership seminars, church volunteer hours, and community organizing programs. Academic criteria require a baseline 80% GWA with zero failures.",College|TVET,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All approved courses,,180000,80.0,,,4Ps/Listahanan|Urban Slum Youth,false,true,1000,true,,35000,BARANGAY_CERT|4PS_CERT|TOR|BIRTH_CERT,false,true,false,true,2026-05-01,2026-07-15,2026-2027,annual,2025-05-10,2025-07-20,needs_verification,2026-06-30T12:31:24.721145,manual,true
60,archived_reference,normal,Taiwan ICDF Higher Education Scholarship Program,Taiwan International Cooperation and Development Fund,Government,Merit-based,https://www.icdf.org.tw,,expired,"The Taiwan ICDF Higher Education Scholarship Program is a full international bilateral grant offered to Filipino citizens for Master's or Doctoral programs at partner Taiwanese universities. It provides full tuition coverage, modern campus housing, comprehensive health insurance, and a monthly stipend of 18,000 TWD (Master's) or 20,000 TWD (PhD) (approximately 32,000 to 36,000 PHP). Focus areas are restricted to STEM, tropical agriculture, and electronic engineering. Requires an undergraduate GWA of 85% or better and an interview by the Taipei Economic and Cultural Office (TECO) in Manila.",Graduate,,,false,Public|Private,STEM|Engineering|Agriculture,STEM and Tropical Agriculture fields,,,85.0,,,Advanced Tech Researchers,false,true,35000,true,,900000,TOR|BIRTH_CERT|GOOD_MORAL|ESSAY,false,true,true,false,2026-01-01,2026-03-15,2026-2027,annual,2025-01-05,2025-03-15,archived,2026-06-30T12:31:33.743661,manual,false
61,megaworld_foundation,normal,Megaworld Foundation Scholarship Program,Megaworld Foundation,Private,Merit-and-Need,https://www.megaworldfoundation.com,ok,active,"The Megaworld Foundation Scholarship Program is a high-impact mid-market corporate financial assistance framework that funds full undergraduate degrees for underprivileged youths across partner universities in Metro Manila and key regions. It covers 100% of actual tuition and institutional fees, and issues a monthly stipend of 2,500 PHP. Eligible candidates must maintain a GWA of 85% (2.0) with zero dropped subjects and possess a total combined annual household income not exceeding 400,000 PHP. Applications are routed through the Megaworld online portal, requiring an essay on community development and an executive interview.",College,NCR|Region III - Central Luzon|Region IV-A - Calabarzon|Region VI - Western Visayas|Region VII - Central Visayas,,false,Public|Private,STEM|Engineering|IT|Business|Arts,Engineering Architecture and Tech,,400000,85.0,,,Underprivileged Youth,false,true,2500,false,,120000,ITR|BARANGAY_CERT|TOR|ESSAY,false,true,true,false,2026-05-15,2026-07-15,2026-2027,annual,2025-05-20,2025-07-22,open,2026-06-30T12:31:37.007309,manual,true
62,military_affiliation,normal,AFPSLAI Educational Grant Program,Armed Forces of the Philippines (AFPSLAI),Private,Affiliation,https://www.afpslai.com.ph,timeout,active,"The AFPSLAI Educational Grant Program (EGP) is an affiliation-based financial assistance platform run by the Armed Forces and Police Savings and Loan Association, Inc. It caters to the children and dependents of active or retired military personnel, PNP officers, and uniformed service members who are registered members of AFPSLAI. It delivers a comprehensive flat financial subsidy of 25,000 PHP per semester (50,000 PHP annually) directly to the student to offset undergraduate expenses. Candidates must post a minimum GWA of 85% and possess a clean disciplinary record. Submissions clear through AFPSLAI regional branch hubs.",College,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,,500000,85.0,,,Uniformed Service Dependents,true,false,,true,,50000,TOR|BIRTH_CERT|GOOD_MORAL,false,false,false,false,2026-05-15,2026-07-10,2026-2027,annual,2025-05-20,2025-07-15,open,2026-06-30T12:31:58.332736,manual,true
63,international,normal,Erasmus Mundus Joint Masters Scholarship,European Union,Government,Merit-based,https://erasmus-plus.ec.europa.eu,ok,active,"The Erasmus Mundus Joint Masters Scholarship is a highly prestigious international bilateral program funded by the European Union for outstanding Filipino college graduates. It covers 100% of international tuition fees, laboratory charges, global travel costs, visa fees, and delivers a premium monthly living allowance of 1,400 EUR (approximately 88,000 PHP) for the entire 2-year graduate duration. Recipients study in at least three distinct European universities across different EU nations. It requires an elite undergraduate academic record (GWA 90% or equivalent), a comprehensive statement of purpose, academic essays, and dual letters of recommendation. Portals open annually in October.",Graduate,,,false,Private|Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All approved European joint master tracks,,,90.0,,,Filipino Global Scholars,false,true,88000,true,,2200000,TOR|BIRTH_CERT|GOOD_MORAL|ESSAY,false,true,true,false,2026-10-01,2027-01-15,2027-2028,annual,2025-10-05,2026-01-20,open,2026-06-30T12:32:00.383865,manual,true
64,archived_reference,normal,Global Korea Scholarship (GKS) Graduate,NIIED,Government,Merit-based,https://www.studyinkorea.go.kr,,expired,"South Korean government scholarship for master's and doctoral degrees including mandatory one-year Korean language training. Provides round-trip airfare, tuition, living allowance, and health insurance. Embassy Track allows applying to up to three universities; applicants must be under 40.",Graduate,,,false,Public|Private,,,,,,,40,,false,true,,false,,,TOR|ESSAY|BIRTH_CERT,false,true,true,true,2026-02-12,2026-02-25,2026-2027,annual,2026-02-12,2026-02-25,archived,2026-06-30T13:52:48.552674,manual,false
65,archived_reference,normal,Global Korea Scholarship (GKS) Undergraduate,NIIED,Government,Merit-based,https://www.studyinkorea.go.kr,,expired,"South Korean government scholarship for undergraduate bachelor's degrees in Korea. Fully funded including airfare, tuition, living allowance, and health insurance with mandatory Korean language training. Embassy Track application cycle typically opens in September.",College,,,false,Public|Private,,,,,,,,,false,true,,false,,,FORM_137|BIRTH_CERT|GOOD_MORAL|ESSAY,false,true,true,true,2025-09-15,2025-09-30,2026-2027,annual,2025-09-15,2025-09-30,archived,2026-06-30T13:52:51.770088,manual,false
66,archived_reference,normal,CHED-UniFAST Tertiary Education Subsidy (TES),UniFAST / CHED,Government,Need,https://tes.unifast.gov.ph,,active,"National need-based tertiary education subsidy administered through HEIs via the UniFAST portal. Targets underprivileged and 4Ps/Listahanan students enrolled in CHED-recognized programs. Provides allowance for tuition gaps, books, and living expenses based on prioritization guidelines.",College,,,false,Public|Private,,,,,,,,4Ps/Listahanan|Underprivileged,false,true,,true,,,TOR|4PS_CERT|BIRTH_CERT,false,false,false,false,,,2026-2027,annual,,,archived,2026-06-30T13:52:53.243308,manual,false
67,archived_reference,normal,TESDA Private Education Student Financial Assistance,TESDA,Government,Need,https://www.tesda.gov.ph,,active,TESDA-administered financial assistance for students in private TVET institutions. Rolling applications processed through regional and provincial TESDA offices. Targets underprivileged learners pursuing technical-vocational education and training programs.,TVET,,,false,Private,,,,,,,,Underprivileged,false,true,,false,,,BIRTH_CERT|FORM_137|BARANGAY_CERT,false,false,false,false,,,2026-2027,rolling,,,archived,2026-06-30T13:52:54.672890,manual,false
68,archived_reference,normal,PUP Entrance Scholarship Program,PUP,Institutional,Merit-based,https://www.pup.edu.ph/students/scholarships,,active,"Institutional merit scholarship for exemplary incoming PUP freshmen who qualify through the university entrance examination. Targets high-performing qualifiers with financial need considerations including PWD, IP, and solo parent dependents.",College,,,false,Public,,,,,,,,IP|PWD|Solo Parent Dependent|Underprivileged,false,true,,false,,,FORM_137|BIRTH_CERT|GOOD_MORAL,true,false,false,false,,,2026-2027,annual,,,archived,2026-06-30T13:52:55.918915,manual,false
69,universities,normal,PUP Student Assistantship Program,PUP,Institutional,Need,https://www.pup.edu.ph/students/scholarships,ok,active,Need-based student assistantship managed by the PUP student services office with rolling applications each semester. Provides work-study opportunities on campus to help enrolled students cover educational expenses.,College,,,false,Public,,,,,,,,,false,false,,false,,,TOR|BIRTH_CERT,false,true,false,false,,,2026-2027,semester,,,open,2026-06-30T13:52:56.598537,manual,true
70,archived_reference,normal,UP College of Law Scholarship Program,UP College of Law,Institutional,Merit-and-Need,https://law.upd.edu.ph/call-for-scholarship-applications-ay-2025-2026/,,expired,"Institutional merit-and-need scholarship for UP College of Law students. Targets underprivileged, PWD, and IP law students with demonstrated financial need and academic standing. Highly recurring annual grant administered by the law college.",Graduate,,,false,Public,,Law,,,,,,IP|PWD|Underprivileged,false,true,,false,,,TOR|ITR|ESSAY|GOOD_MORAL,false,true,true,false,2025-06-30,2025-07-20,2025-2026,annual,2025-06-30,2025-07-20,archived,2026-06-30T13:52:57.289828,manual,false
71,private_foundations,high,Security Bank External Scholarship Program,Security Bank Foundation,Private,Merit-and-Need,https://www.securitybank.com/agency-scholarships-program-dnd/,broken,needs_review,"Private corporate scholarship for college students in NCR pursuing business, STEM, engineering, and IT fields. Requires minimum 86% GWA. Active program with partner university deadlines including PUP and Ateneo through July 31, 2026.",College,NCR,,false,Public|Private,Business|STEM|Engineering|IT,,,,86.0,,,,false,true,,false,,,TOR|GOOD_MORAL|BIRTH_CERT,false,true,false,false,2026-05-23,2026-07-31,2026-2027,annual,,,needs_verification,2026-06-30T13:52:57.907216,manual,true
72,archived_reference,normal,Gokongwei Brothers Foundation STEM-College Scholarship,Gokongwei Brothers Foundation,Private,Merit-and-Need,https://philscholar.com/gbf-stem-college-scholarship/,,expired,"Annual corporate STEM scholarship for college students in engineering, IT, and related science fields. Covers tuition and provides allowances for scholars demonstrating academic merit and financial need. Annual cycle closed May 31, 2026 for current intake.",College,,,false,Public|Private,STEM|Engineering|IT,,,,,,,,false,true,,false,,,TOR|FORM_137|BIRTH_CERT|GOOD_MORAL,false,true,false,false,2026-04-07,2026-05-31,2026-2027,annual,2026-04-07,2026-05-31,archived,2026-06-30T13:52:58.616590,manual,false
73,archived_reference,normal,DOST-SEI Undergraduate Scholarships (RA 7687 / Merit),DOST-SEI,Government,Merit-and-Need,https://www.science-scholarships.ph/,,expired,"Premier national science scholarship for four- or five-year baccalaureate degrees in science and technology. RA 7687 targets underprivileged students; Merit track is open regardless of income. Benefits include tuition up to 40000 PHP per year, 8000 PHP monthly living allowance, and 10000 PHP annual learning materials allowance.",College,,,false,Public|Private,STEM|Engineering|IT|Medical|Agriculture,,,,,,,Underprivileged,false,true,8000,true,,106000,FORM_137|BIRTH_CERT|GOOD_MORAL|ITR,true,true,false,true,2025-10-13,2025-11-22,2026-2027,annual,2025-10-13,2025-11-22,archived,2026-06-30T13:53:01.555298,manual,false
74,archived_reference,normal,Australia Awards Scholarships (Philippines),Australian Government,Government,Merit-based,https://www.australiaawardsphilippines.org/scholarships,,expired,"Fully funded master's degrees at Australian universities for Filipino citizens with at least 12 months Philippine residency and two years cumulative work experience. Covers tuition, return air travel, establishment allowance, living expenses, and health insurance. Requires a Re-Entry Action Plan for development work upon return.",Graduate,,,false,Public|Private,STEM|Agriculture|IT|Business|Education|Arts,,,,,,,,false,true,,false,,,TOR|ESSAY|BIRTH_CERT,false,true,true,true,2026-02-01,2026-04-30,2027-2028,annual,2026-02-01,2026-04-30,archived,2026-06-30T13:53:03.614799,manual,false
75,private_foundations,normal,Aboitiz Future Leaders Scholarship Program,Aboitiz Foundation,Private,Merit-and-Need,https://aboitiz.com/aboitiz-foundation/aboitiz-future-leaders-scholarship,ok,expired,"Corporate scholarship for incoming sophomore students enrolled in partner state universities in engineering, data science, communications, and related fields. Covers full tuition, monthly allowance, and academic excellence incentives. Requires cumulative first-year GWA of 2.0 or better on the UP scale with no failing or incomplete grades, plus a mandatory 400-hour internship within Aboitiz Group business units.",College,,,false,Public,STEM|Engineering|IT|Business|Agriculture|Arts,,,,75.0,,,,false,true,,false,,,TOR|GOOD_MORAL|ESSAY,false,true,true,false,2026-04-28,2026-06-30,2026-2027,annual,,,previous_cycle,2026-06-30T13:53:04.557022,manual,true
