title,provider,source,link,description,provider_type,scholarship_type,eligible_levels,eligible_regions,eligible_cities,residency_required,eligible_school_types,eligible_courses_psced,eligible_courses_specific,max_income_threshold,min_gwa_normalized,min_age,max_age,priority_groups,benefit_tuition,benefit_allowance_monthly,benefit_books,benefit_total_value,required_documents,has_qualifying_exam,has_interview,has_essay_requirement,has_return_service,application_open_date,application_deadline,academic_year_target,cycle_type,last_open_date,last_close_date,is_active,source_slug,research_notes,source_urls,dedupe_rationale
Davao City STEP FA Category C,Davao City Government (EBSU),gemini_research,https://davaocity.gov.ph,"STEP Category C is a broad-access financial assistance tier by Davao City EBSU focused purely on educational access for lower-income groups. It operates under a standard academic barrier of a 80% passing GWA. It delivers a support fund of 7,500 PHP per semester (15,000 PHP annually) designed to buffer costs for students attending free public SUCs or local institutes. Application processing is synchronized with the main EBSU online schedule.",LGU,Need,College,Region XI - Davao,Davao City,true,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All standard programs,180000,80,,,Low Income Urban Youth,false,1000,false,15000,TOR|BARANGAY_CERT|4PS_CERT,false,false,false,false,2026-05-01,2026-06-15,2026-2027,annual,2025-05-10,2025-06-25,false,davao_city_step_cat_c_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://davaocity.gov.ph/transparency/forms-and-reports/forms/ebsu-online-application,Davao EBSU mass equity level targeted at low-income college students.
Davao City Special Educational Assistance Program for Lumad,Davao City Government (EBSU),gemini_research,https://davaocity.gov.ph,"The Special Educational Assistance Program (SEAP) for Lumad is a targeted indigenous equity track run by Davao City EBSU. It is exclusively reserved for college students belonging to the recognized Indigenous Cultural Communities (IPs/Lumad) within ancestral domains of Davao City (such as the Ata, Matigsalug, Maranao, and Kagan tribes). It offers a full living subsidy of 15,000 PHP per semester alongside basic tuition assistance. The academic barrier requires a standard passing mark (75% GWA). Crucially, a formal Tribal Certification from the tribal chieftain and validation from the NCIP local office are mandatory documents.",LGU,Need,College|TVET,Region XI - Davao,Davao City,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All courses,200000,75,,,Indigenous Peoples (Lumad),false,2000,true,30000,BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-05-01,2026-06-15,2026-2027,annual,2025-05-10,2025-06-25,false,davao_city_ebsu_lumad_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://davaocity.gov.ph/transparency/forms-and-reports/forms/ebsu-online-application,Targeted indigenous track under Davao LGU requiring formal Chieftain/NCIP certification.
Davao City Medical and Law Education Assistance Program,Davao City Government (EBSU),gemini_research,https://davaocity.gov.ph,"This postgraduate track funded by the Davao City Government supports resident college graduates pursuing higher professional degrees in Doctor of Medicine (MD) or Juris Doctor (JD) within institutions located in Davao City (such as DMSF, Ateneo de Davao Law). It supplies substantial funding up to 50,000 PHP per semester to directly offset high professional tuition costs. Applicants must pass a screening panel, present an NMAT or Law School Admission test result, and possess a solid undergraduate GWA of 85%. Requires a corresponding 1-year return service within Davao City offices or city public health units for each year of grant support.",LGU,Merit-based,Graduate,Region XI - Davao,Davao City,true,Private|Public,Medical,Doctor of Medicine|Juris Doctor,500000,85,,,Law and Medicine Students,true,4000,true,100000,TOR|BIRTH_CERT|GOOD_MORAL|ESSAY,true,true,true,true,2026-04-15,2026-05-30,2026-2027,annual,2025-04-20,2025-06-05,false,davao_city_medical_law_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://davaocity.gov.ph/transparency/forms-and-reports/forms/ebsu-online-application,Elite postgraduate LGU track explicitly for medical and legal tracks with service rules.
Bislig City Collegiate Scholarship Program,Bislig City Government,gemini_research,https://www.bislig.gov.ph,"The Bislig City Scholarship Program (BCSP) is a localized LGU mandate in Caraga Region enacted to finance undergraduate degrees for local youths. Applicants must confirm 3 consecutive years of residency in Bislig City, present a clean barangay record, and maintain a GWA of 82% throughout college. It provides a flat 12,000 PHP annual educational grant to assist with registration expenses. Submissions are queued physically at the Bislig City Higher Education Desk or via their primary LGU landing page.",LGU,Merit-and-Need,College,Region XIII - Caraga,Bislig,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,240000,82,,,Provincial Achievers,false,,true,12000,BARANGAY_CERT|TOR|BIRTH_CERT,false,true,false,false,2026-06-01,2026-07-20,2026-2027,annual,2025-06-10,2025-07-25,true,bislig_city_collegiate_2026,application_status=open | confidence=medium | link_quality=secondary,https://www.bislig.gov.ph,Localized Caraga region LGU collegiate grant omitted from standard lists.
Tabuk City College Academic Scholarship,Tabuk City Government,gemini_research,https://www.tabuk.gov.ph,"Established under Tabuk City Ordinance No. 02 Series of 2018, this program supports tertiary students residing in Tabuk City, Kalinga Province (CAR). It targets low-income households with a maximum annual income cap of 120,000 PHP. Students must maintain a passing GWA of 75% with zero dropped classes to remain qualified. It awards a flat-rate cash assistance grant of 4,000 PHP per semester directly paid to students to handle living costs. Applications are reviewed by the Tabuk City Scholarship Committee at the City Youth and Sports Development Office.",LGU,Need,College,CAR,Tabuk,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All standard tracks,120000,75,,,CAR Indigenous Youth,false,,true,8000,BARANGAY_CERT|TOR|ITR,false,false,false,false,2026-07-01,2026-08-31,2026-2027,semester,2025-07-05,2025-09-02,true,tabuk_city_college_academic_2026,application_status=opening_soon | confidence=high | link_quality=secondary,https://www.tabuk.gov.ph,Enacted by specific localized city ordinance in Kalinga CAR; low-income target.
Ateneo de Manila University Financial Aid Grant,Ateneo de Manila University,gemini_research,https://www.ateneo.edu,"The Ateneo de Manila University College Financial Aid Grant is a premium institutional program covering 100%, 75%, 50%, or 25% of tuition and laboratory fees for undergraduate students displaying high academic potential but deep financial need. Administered by the Office of Admission and Aid (OAA), applicants must submit comprehensive household assets records, utility bills, and parents' ITRs. It includes an option for a monthly living allowance of 3,000 PHP and book allowances for absolute 100% grant recipients. Renewal requires an annual review of the family's financial standing and keeping a minimum GWA of 78% (2.0 QPI) with no failing marks. Highly structured and opens annually in September for the subsequent academic year.",Institutional,Need,College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All ADMU undergraduate courses,500000,78,,,High Need Achievers,true,3000,true,180000,ITR|BARANGAY_CERT|TOR|ESSAY,false,true,true,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,true,admu_financial_aid_2026,application_status=recurring_unopened | confidence=high | link_quality=primary,https://www.ateneo.edu/college/admissions/scholarships,Comprehensive institutional need-based grant by ADMU with scalable tuition brackets.
Ateneo Freshman Merit Scholarship,Ateneo de Manila University,gemini_research,https://www.ateneo.edu,"The Ateneo Freshman Merit Scholarship is awarded annually to the top 50 absolute highest-performing applicants who excel in the Ateneo College Entrance Test (ACET) nationwide. Selected automatically by the OAA without requiring a separate application form, this elite award grants 100% full tuition exemption, waives all institutional miscellaneous fees, and grants a flat book allowance of 10,000 PHP per year. Academic retention is strictly audited, requiring a minimum QPI of 3.0 (90% normalized GWA) and active leadership participation within approved campus organizations.",Institutional,Merit-based,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All ADMU undergraduate programs,,90,,,Top ACET Performers,true,,true,160000,TOR|GOOD_MORAL,true,false,false,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,true,ateneo_freshman_merit_2026,application_status=recurring_unopened | confidence=high | link_quality=primary,https://www.ateneo.edu/college/admissions/scholarships,Elite merit award for top 50 ACET examinees with elevated GWA standards.
Ateneo Directors List Scholarship,Ateneo de Manila University,gemini_research,https://www.ateneo.edu,"The Director's List Scholarship is extended by the Ateneo OAA to the next tier of top-ranking ACET examinees (top 51-150 nationwide). It grants an annual flat-rate educational stipend of 100,000 PHP directly credited to the recipient's tuition or disbursed as cash allowance across semesters. No financial indicators are used for selection. Recipients must preserve a minimum QPI of 2.50 (83% normalized GWA) and avoid any academic or disciplinary probationary states.",Institutional,Merit-based,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate majors,,83,,,,false,,false,100000,TOR,true,false,false,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,true,ateneo_directors_list_2026,application_status=recurring_unopened | confidence=high | link_quality=primary,https://www.ateneo.edu/college/admissions/scholarships,Automatic merit track for top 150 ACET scorers providing a flat 100k annual stipend.
Ateneo Magis Scholarship,Ateneo de Manila University,gemini_research,https://www.ateneo.edu,"The Ateneo Magis Scholarship is a specialized institutional track specifically reserved for high-achieving graduates of public high schools nationwide who showcase outstanding leadership profiles and financial need. It provides 100% tuition and fee coverage, an allocated monthly living stipend of 4,000 PHP, full book allowances, and on-campus dormitory accommodation at the Cervini or Eliazo Halls if the student is from the provinces. Application requires public school principal endorsement, ACET certification, and thorough interview evaluations.",Institutional,Merit-and-Need,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate paths,250000,85,,,Public High School Grads,true,4000,true,220000,ITR|BARANGAY_CERT|FORM_137|ESSAY,true,true,true,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,true,ateneo_magis_scholarship_2026,application_status=recurring_unopened | confidence=high | link_quality=primary,https://www.ateneo.edu/college/admissions/scholarships,Targeted public school equity track including fully funded dorm provisions.
Ateneo Law School Financial Aid Program,Ateneo Law School,gemini_research,https://www.ateneo.edu,"The Ateneo Law School Financial Aid Program provides tuition assistance grants ranging from 25% to 100% for students enrolled in the Juris Doctor (JD) program at the Rockwell campus. Managed by the ALS Scholarship Committee, awards are heavily based on exceptional undergraduate academic honors, high scores in the Philippine Law School Admission test, and certified financial need. Maintenance requires keeping a minimum yearly weighted average of 82 (passing) and fulfilling service hours within the ALS legal aid clinics or administrative units.",Institutional,Merit-and-Need,Graduate,NCR,,false,Private,Business,Juris Doctor (JD),600000,82,,,Aspiring Lawyers,true,,false,120000,TOR|ITR|GOOD_MORAL|ESSAY,false,true,true,false,2026-04-01,2026-05-30,2026-2027,annual,2025-04-10,2025-06-02,false,ateneo_law_financial_aid_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://www.ateneo.edu/als/admissions/scholarships,Postgraduate professional law track grant distinct from undergraduate lines.
DLSU St La Salle Financial Assistance Grant,De La Salle University,gemini_research,https://www.dlsu.edu.ph,"The St. La Salle Financial Assistance Grant is De La Salle University's primary need-based equity tool for undergraduate college students. Administered by the Oasis-Scholarships and Financial Assistance Hub (OASFAH), it provides full or partial tuition and fee waivers. Eligible applicants must prove a combined annual family income below 700,000 PHP and submit standard academic records showing a GWA of 85% or above with no failures. It includes a monthly allowance of 3,500 PHP for absolute 100% grantees. Portals open semestrally for current students and annually for incoming freshmen.",Institutional,Need,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate degree courses,700000,85,,,High Financial Need,true,3500,true,180000,ITR|BARANGAY_CERT|TOR|BIRTH_CERT,true,true,false,false,2026-06-01,2026-07-15,2026-2027,semester,2026-01-10,2026-02-20,true,dlsu_st_la_salle_grant_2026,application_status=open | confidence=high | link_quality=primary,https://www.dlsu.edu.ph/scholarships/st-la-salle-financial-assistance-grant,DLSU baseline institutional need-based grant with distinct token funding framework.
DLSU Star Scholars Program,De La Salle University,gemini_research,https://www.dlsu.edu.ph,"The DLSU Star Scholars Program is an elite academic recruitment track that signs the absolute top scorers of the DLSU College Admission Test (DCAT) nationwide. It waives 100% of all tuition, laboratory, and miscellaneous fees for the entire duration of the program, supplies a monthly cash living stipend of 8,000 PHP, a specialized laptop computer allowance upon entry, and guaranteed faculty mentorship for undergraduate research. Academic retention mandates a strict cumulative GWA of 3.0 out of 4.0 (90% normalized) with zero dropped courses.",Institutional,Merit-based,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate offerings,,90,,,Elite DCAT Performers,true,8000,true,250000,TOR|GOOD_MORAL,true,true,false,false,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,false,dlsu_star_scholars_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://www.dlsu.edu.ph/scholarships/the-star-scholars-program,"Automatic high-value merit recruitment model with 8,000 PHP monthly stipends."
DLSU Vaugirard Scholarship Program,De La Salle University,gemini_research,https://www.dlsu.edu.ph,"The Vaugirard Scholarship Program is exclusively targeted at exceptional graduates of Philippine public high schools who emerged as the top academic scorers in the DCAT. It completely bridges equity and excellence by presenting 100% free tuition and institutional fee waivers, a monthly allowance of 4,000 PHP, and specialized academic counseling. Eligible applicants must be formally certified by their public high school principals and pass the OASFAH panel verification.",Institutional,Merit-and-Need,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate degrees,300000,88,,,Public High School Grads,true,4000,true,190000,FORM_137|BARANGAY_CERT|BIRTH_CERT,true,true,false,false,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,false,dlsu_vaugirard_scholarship_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://www.dlsu.edu.ph/scholarships/vaugirard-scholarship-program,DLSU public high school exclusive merit-need program omitted in Round 1.
DLSU Archer Achievers Scholarship,De La Salle University,gemini_research,https://www.dlsu.edu.ph,"The Archer Achievers Scholarship is automatically extended by DLSU to students who graduate as the absolute valedictorians and salutatorians of top-performing high schools accredited by the university. It automatically confers a 100% tuition waiver for the student's selected undergraduate curriculum. No separate financial files are required, but students must preserve a high semestral GWA of 2.50 out of 4.0 (83% normalized) to sustain the benefit across academic years.",Institutional,Merit-based,College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate tracks,,83,,,High School Valedictorians,true,,false,140000,TOR|GOOD_MORAL,true,false,false,false,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,false,dlsu_archer_achievers_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://www.dlsu.edu.ph/scholarships/archer-achievers,Automatic merit track recognizing top high school graduates with zero service rules.
UST San Lorenzo Ruiz Student Assistance Scholarship,University of Santo Tomas,gemini_research,https://manila.ust.edu.ph,"The San Lorenzo Ruiz Student Assistance Scholarship is the University of Santo Tomas' premier internal working scholarship program managed by the Office for Student Affairs (OSA). It caters to regular UST college students who possess financial need and are willing to render 20 to 30 hours of service per week within university offices, laboratories, or libraries. It presents a 100% full waiver of tuition and miscellaneous fees, plus a basic hourly stipend. Applicants must maintain a minimum GWA of 82% (2.25) with zero failures. Highly structured and recurring every semester.",Institutional,Affiliation,College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All UST college programs,250000,82,,,Student Assistants,true,,true,60000,TOR|BARANGAY_CERT|GOOD_MORAL|ITR,false,true,false,false,2026-05-15,2026-06-30,2026-2027,semester,2025-05-20,2025-07-02,false,ust_san_lorenzo_ruiz_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://manila.ust.edu.ph/osawebapp/osainfo-scholarshipoffered,UST internal working student track requiring office hours in exchange for tuition.
UST San Martin de Porres Equity Scholarship,University of Santo Tomas,gemini_research,https://manila.ust.edu.ph,"The San Martin de Porres Scholarship is UST's foundational equity framework designed for financially marginalized students. Split into internal and external funds, it offers partial to full tuition waivers based on audited household documentation. Eligible candidates must have a GWA of 85% or better and a household annual income below 300,000 PHP. Submissions are processed online through the UST OSA web portal at the start of each academic year.",Institutional,Need,College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All undergraduate degrees,300000,85,,,Low Income Catholics,true,,false,45000,ITR|BARANGAY_CERT|TOR,false,true,false,false,2026-06-10,2026-07-25,2026-2027,annual,2025-06-15,2025-08-02,true,ust_san_martin_de_porres_2026,application_status=open | confidence=high | link_quality=primary,https://manila.ust.edu.ph/osawebapp/osainfo-scholarshipoffered,UST central need-based equity option with explicit income screening.
UST Santo Tomas Academic Scholarship,University of Santo Tomas,gemini_research,https://manila.ust.edu.ph,"The Santo Tomas Academic Scholarship is awarded to incoming freshmen who graduated as Valedictorians (100% tuition coverage) or Salutatorians (50% tuition coverage) of their high school classes. Validated through the UST OSA, recipients must pass the UST Entrance Test (USTET) and secure regular status enrollment. Retention mandates keeping a clean disciplinary record and a high semestral GWA of 1.75 or better (88% normalized). No financial background checks are applied.",Institutional,Merit-based,College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Arts,All university programs,,88,,,High School Honor Grads,true,,false,100000,FORM_137|GOOD_MORAL,true,false,false,false,2026-05-15,2026-06-30,2026-2027,annual,2025-05-20,2025-07-02,false,ust_santo_tomas_academic_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://manila.ust.edu.ph/osawebapp/osainfo-scholarshipoffered,UST baseline automatic merit track for top high school grads.
Mindanao State University SASE Academic Scholarship,Mindanao State University System,gemini_research,https://www.msumain.edu.ph,"The Mindanao State University System Academic Scholarship is awarded to incoming undergraduate freshmen who score in the top 5% of the annual MSU System Admission and Scholarship Examination (SASE) across Mindanao. Administered by the MSU Admissions Office, it offers full institutional tuition waivers, free dormitory lodging within the university campus, and a semestral book allowance. Grantees must maintain a GWA of 2.0 (85%) per semester to sustain benefits. This program forms a vital pipeline for students in conflict-affected regions.",Institutional,Merit-based,College,BARMM|Region IX - Zamboanga Peninsula|Region X - Northern Mindanao|Region XI - Davao|Region XII - Soccsksargen|Region XIII - Caraga,,false,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,,85,,,Mindanao Youth,true,,true,20000,TOR|GOOD_MORAL,true,false,false,false,2026-03-01,2026-05-15,2026-2027,annual,2025-03-10,2025-05-20,false,msu_sase_academic_2026,application_status=closed_reference | confidence=high | link_quality=secondary,https://www.msumain.edu.ph,MSU system-wide elite SASE exam award offering full tuition and dorm allocations.
NCIP Educational Assistance Program Degree Track,National Commission on Indigenous Peoples,gemini_research,https://ncip.gov.ph,"The National Commission on Indigenous Peoples Educational Assistance Program (NCIP-EAP) Degree Track is a mandated sector-specific government program designed under NCIP Administrative Order No. 5 Series of 2012 and upgraded via AO No. 6 Series of 2023. It aims to extend tertiary educational access to recognized members of Indigenous Cultural Communities (ICCs/IPs) nationwide. Eligible candidates must secure a Certificate of Confirmation (COCO) from the NCIP Provincial/Regional Office confirming tribal identity. The academic bar requires a general passing GWA of 75% with zero dropped modules. It supplies an annual educational subsidy of 10,000 PHP to 20,000 PHP disbursed through regional offices to offset books, uniform, and field research. Highly recurring cycle synchronized with the fiscal year.",Government,Need,College,,,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate pathways,200000,75,,,Indigenous Peoples (IP),false,,true,20000,BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-06-01,2026-08-15,2026-2027,annual,2025-06-10,2025-08-20,true,ncip_eap_degree_2026,application_status=open | confidence=high | link_quality=primary,https://ncip.gov.ph|https://eais.ncip.gov.ph,Mandated national sector program for IPs requiring a Certificate of Confirmation.
NCIP Merit Based Scholarship Program,National Commission on Indigenous Peoples,gemini_research,https://ncip.gov.ph,"The NCIP Merit-Based Scholarship Program (NCIP-MBS) is a high-tier academic track within the commission reserved for outstanding IP students pursuing competitive national degrees (specifically STEM, Engineering, or Agriculture). Unlike the EAP, the MBS enforces a strict GWA requirement of 85% or higher and puts applicants through a competitive regional examination. It grants an expanded benefit package of 30,000 PHP per year to handle tuition balances or modern learning devices. Administered via the NCIP Bureau of Socio-Economic Literacy and Culture.",Government,Merit-based,College,,,true,Public|Private,STEM|Engineering|Agriculture,STEM and Agriculture tracks,300000,85,,,IP Academic Achievers,true,,true,30000,BARANGAY_CERT|TOR|GOOD_MORAL,true,true,false,false,2026-06-01,2026-08-15,2026-2027,annual,2025-06-10,2025-08-20,true,ncip_mbs_merit_2026,application_status=open | confidence=high | link_quality=primary,https://ncip.gov.ph|https://eais.ncip.gov.ph,Elite competitive track within NCIP with strict 85% GWA and entry testing.
DOH Medical Scholarship and Return Service Program,Department of Health,gemini_research,https://doh.gov.ph,"The DOH Medical Scholarship and Return Service (MSRS) Program is a major sector-specific government intervention operating under the 'Doktor Para sa Bayan' Act (RA 11509) in partnership with CHED. It funds full medical education (Doctor of Medicine) for qualified Filipino students across certified state and partner private universities. It covers 100% of tuition, laboratory fees, provides a high monthly living allowance of 15,000 PHP, a specialized book/equipment allowance of 20,000 PHP per semester, and basic board exam review subsidies. Eligible applicants must hold a Bachelor's degree with a solid GWA, pass the medical school entrance and NMAT, and prioritize low-income roots or origin from underserved rural towns. Return service requires serving as a public health officer in a government hospital or rural health unit (RHU) for 1 year for every year of scholarship.",Government,Merit-and-Need,Graduate,,,false,Public|Private,Medical,Doctor of Medicine (MD),600000,85,,,Rural Public Health,true,15000,true,250000,TOR|BIRTH_CERT|GOOD_MORAL|ITR|ESSAY,true,true,true,true,2026-05-01,2026-06-30,2026-2027,annual,2025-05-15,2025-07-05,false,doh_msrs_doctor_2026,application_status=closed_reference | confidence=high | link_quality=primary,https://doh.gov.ph|https://ched.gov.ph,National statutory medical track under RA 11509 with comprehensive returns.
Department of Agriculture ACEF GIAHEP SUC Track,Department of Agriculture,gemini_research,https://da.gov.ph,"The Agricultural Competitiveness Enhancement Fund Grants-in-Aid for Higher Education Program (ACEF-GIAHEP) SUC Track is a targeted government financial aid tool managed by the Department of Agriculture in compliance with RA 10848. It extends funding to children of registered small farmers, fisherfolk, and agrarian reform beneficiaries who are enrolled in State Universities and Colleges. It covers educational assistance for specific courses in agriculture, agribusiness, agricultural engineering, and fisheries science. Requires a minimum GWA of 75% and presentation of the parent's RSBSA (Registry System for Basic Sectors in Agriculture) certificate. Disburses a flat rate of 15,000 PHP per semester.",Government,Need,College,,,false,Public,Agriculture|Engineering,Agriculture and Agribusiness,200000,75,,,Farmers and Fishers Dependents,true,,true,30000,BARANGAY_CERT|TOR|BIRTH_CERT,false,false,false,false,2026-06-15,2026-08-15,2026-2027,annual,2025-06-20,2025-08-25,true,da_acef_giahep_suc_2026,application_status=open | confidence=high | link_quality=primary,https://da.gov.ph|https://ched.gov.ph,Statutory DA fund under RA 10848 requiring RSBSA registration profiles.
OWWA Educational Livelihood Assistance Program College Track,Overseas Workers Welfare Administration,gemini_research,https://owwa.gov.ph,"The OWWA Educational Livelihood Assistance Program (ELAP) College Track is an allocation reserved for the children or dependents of active or deceased Overseas Filipino Workers (OFWs) who faced sudden distress, repatriation, or death while serving abroad. Distinct from the EDSP/ODSP merit lines, ELAP operates primarily as a livelihood-linked equity framework. It guarantees an educational subsidy of 10,000 PHP per year for the designated student dependent enrolled in any undergraduate college or technical track. Academic evaluation relies on basic passing marks (75% GWA) with no explicit ranking requirements. Online processing must clear the OWWA Regional Welfare Offices.",Government,Need,College|TVET,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All accredited lines,250000,75,,,Distressed OFW Dependents,false,,false,,OFW_DOCS|BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-05-01,2026-07-15,2026-2027,annual,2025-05-05,2025-07-20,true,owwa_elap_college_2026,application_status=open | confidence=high | link_quality=primary,https://owwa.gov.ph|https://ro1.owwa.gov.ph,OWWA humanitarian track for distressed/repatriated OFW children; low barrier.
AFPEBSO DND CHED PASUC Scholarship,Armed Forces of the Philippines (AFPEBSO),gemini_research,https://afpeebso.org,"The AFPEBSO DND-CHED-PASUC Scholarship is a special sector-specific inter-agency government program managed by the Armed Forces of the Philippines Educational Benefit System Office. It extends 100% tuition and fee exemptions at any public State University or College (SUC) for the legitimate children and direct dependents of active-duty, retired, or deceased AFP military personnel. Academic requirements mandate a baseline GWA of 80% (2.5) with zero failures. Financial constraints are secondary to the parent's military service record. Portals accept applications annually from May to July.",Government,Affiliation,College,,,true,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All SUC undergraduate paths,,80,,,Military Dependents,true,,false,15000,BARANGAY_CERT|TOR|BIRTH_CERT,false,true,false,false,2026-05-01,2026-07-15,2026-2027,annual,2025-05-10,2025-07-20,true,afpebso_dnd_ched_pasuc_2026,application_status=open | confidence=high | link_quality=primary,https://www.afp.mil.ph|https://ched.gov.ph,AFP sector program in partnership with CHED for SUC placements.
AFPSLAI Educational Grant Program,Armed Forces of the Philippines (AFPSLAI),gemini_research,https://www.afpslai.com.ph,"The AFPSLAI Educational Grant Program (EGP) is an affiliation-based financial assistance platform run by the Armed Forces and Police Savings and Loan Association, Inc. It caters to the children and dependents of active or retired military personnel, PNP officers, and uniformed service members who are registered members of AFPSLAI. It delivers a comprehensive flat financial subsidy of 25,000 PHP per semester (50,000 PHP annually) directly to the student to offset undergraduate expenses. Candidates must post a minimum GWA of 85% and possess a clean disciplinary record. Submissions clear through AFPSLAI regional branch hubs.",Private,Affiliation,College,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,500000,85,,,Uniformed Service Dependents,false,,true,50000,TOR|BIRTH_CERT|GOOD_MORAL,false,false,false,false,2026-05-15,2026-07-10,2026-2027,annual,2025-05-20,2025-07-15,true,afpslai_egp_grant_2026,application_status=open | confidence=high | link_quality=primary,https://www.afpslai.com.ph,Uniformed service savings-association dependent award; high financial stability.
DSWD AICS Educational Assistance,Department of Social Welfare and Development,gemini_research,https://www.dswd.gov.ph,"The DSWD Assistance to Individuals in Crisis Situation (AICS) Educational Assistance is a specialized cash intervention program designed for students experiencing extreme economic shock, sudden death of a breadwinner, abandonment, or loss of livelihood due to national disasters. Operated directly through the DSWD Crisis Intervention Units (CIU) or Social Welfare Operations Hubs, it provides a one-time cash grant ranging from 1,000 PHP (Elementary), 2,000 PHP (High School), 3,000 PHP (Senior High), to 4,000 PHP (College/TVET) per semester. Selection ignores GWA rankings but strictly requires an active Case Study Report or Certificate of Indigency from the local MSWDO.",Government,Need,Grade 11|Grade 12|College|TVET|Graduate,,,false,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All educational lines,150000,,,,Students in Crisis,false,,true,4000,BARANGAY_CERT|BIRTH_CERT|4PS_CERT|TOR,false,false,false,false,2026-01-01,2026-12-31,2026-2027,rolling,2025-01-05,2025-12-28,true,dswd_aics_educational_2026,application_status=open | confidence=high | link_quality=primary,https://www.dswd.gov.ph,One-time crisis-driven humanitarian cash grant with rolling application schedules.
Megaworld Foundation Scholarship Program,Megaworld Foundation,gemini_research,https://www.megaworldfoundation.com,"The Megaworld Foundation Scholarship Program is a high-impact mid-market corporate financial assistance framework that funds full undergraduate degrees for underprivileged youths across partner universities in Metro Manila and key regions. It covers 100% of actual tuition and institutional fees, and issues a monthly stipend of 2,500 PHP. Eligible candidates must maintain a GWA of 85% (2.0) with zero dropped subjects and possess a total combined annual household income not exceeding 400,000 PHP. Applications are routed through the Megaworld online portal, requiring an essay on community development and an executive interview.",Private,Merit-and-Need,College,NCR|Region III - Central Luzon|Region IV-A - Calabarzon|Region VI - Western Visayas|Region VII - Central Visayas,,false,Public|Private,STEM|Engineering|IT|Business|Arts,Engineering Architecture and Tech,400000,85,,,Underprivileged Youth,true,2500,false,120000,ITR|BARANGAY_CERT|TOR|ESSAY,false,true,true,false,2026-05-15,2026-07-15,2026-2027,annual,2025-05-20,2025-07-22,true,megaworld_foundation_2026,application_status=open | confidence=high | link_quality=primary,https://www.megaworldfoundation.com,Corporate foundation program targeting urban engineering and tech tracks.
